overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
1.0,True,"11 9, 2013",AIE7UR4XSNSC6,B006JKASCK,Jr D,"This is just ridiculously overpriced and there is absolutely nothing you can do about it!

If you have a PS vita, and actually want to put something on it, you're going to have to give up some of that hard earned cash to have a little R&R worth your ever-fleeting time. Good luck guys, it's worth it once you have it, but do you really need it? Probably not, but it will leave you worry free of ""Error - Not Enough Memory""","Nothing personal, just business...",1383955200,4,{'Edition:': ' 32 GB'},
1.0,False,"06 4, 2015",A3P84XISA2PCQT,B00KWFCV32,K.hang,"Nintendo is a kids company on the level of leap frog and Splatoon just reinforced that fact.
Good for children bad for real gamers.",A children's game,1433376000,4,"{'Edition:': ' Game', 'Platform:': ' Nintendo Wii U'}",
1.0,True,"11 27, 2015",A1O3AM1W8HSG7V,B014TRBQE8,Cliff,"Played for an hour and haven't touched it since. Nobody in our family is playing it any more after just a couple weeks. Hate, hate, hate the new rendering engine, enemies are extremely hard to see. Visually, the maps are a mess. I used to love Halo, but after a year of playing Destiny it's very apparently that Bungie took all the real talent with them and 343 isn't up to the task of continuing the Halo legacy.",Very disappointing,1448582400,4,,
1.0,False,"06 6, 2013",A2VSCHZAFTFCDK,B00178630A,Benable,"This game was a massive waste of time and money and a huge disappointment. I seriously will never buy another Blizzard game. This game was designed to mine money from players as much as possible and nothing else. After beating the campaign which takes about 4 days the game becomes repetitive and boring as hell. I hung in there and kept playing for a month or so, desperately hoping it would get better but it did not. 95-99% of the items are useless and can not be used by your character class and there are no legendary or set item drops ever and I mean none, period! It is a really boring game!",Absolutely Terrible!!!!!!!!,1370476800,9,{'Format:': ' Computer Game'},
1.0,True,"08 16, 2014",AXW841243Y7YM,B004S67OK6,Daggman,This item does not work for 3DS XL; however if their is software update (on the action replay) that is required to make it work then you need the cable which this one does not include. I still wouldn't recommend this product to dsi owners alone of that fact (that it doesn't come with the cable). I will say though the seller got the item to me fast so no complaints their it was just my fault for not reading and researching completely before buying.,Caution: read before purchasing!,1408147200,,,
1.0,True,"05 18, 2012",AKC2ZXVQGHDVK,B0022TNO7S,air,"max payne 3 is a good game. but you go in to a gun fight wathout a gun. R* sad you wood have unlemeted amo! ""but"" you don't have unlemeit ""amo"" you have 0 amo in your gun`s or you have 20 rundos and thar are moor guy`s<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Max-Payne-3/dp/B0022TNO7S/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Max Payne 3</a>&nbsp;than amo! so i woodent get this game. yes it`s a good game but no amo mines it is a bad game! thar is no way to get amo in this game. so just what`tll gta v comes out!!!!!!",max payne 3,1337299200,4,{'Format:': ' Video Game'},
1.0,True,"11 28, 2009",A1IRHU1JT58O2Z,B000QAVV6G,Gloria F.,I tried to play the game but it would freeze up so I didn't get to play.,unplayed,1259366400,2,{'Platform:': ' PlayStation 3'},
1.0,True,"12 14, 2015",A1J3RM7O4OZ3HL,B00N3NSUJO,Sonya A. McKinney,"Bought this 1 year ago and felt I needed to write this review. This controller now gets super hot and you can even smell the electrical components getting hot inside. We've changed out batteries multiple times, tried different adapters and chargers. Not worth $75 if it's going to burn your son's hands and maybe worse.",Gets HOT,1450051200,,,
1.0,True,"01 23, 2016",A3H0AZ8HCUDP2F,B00KE6DCFU,Amazon Customer,"Fits ps vita-pch-2001 aqua blue.  You have to cut it if your buttons and stick do not have enough room, easily countable because it is super thin rubber material which makes it nice to shape it to your own preference, I am a adult male and we usually have big hands so I thought this would be good but it is not very good for big hands if I hand an inch higher up for the grip it would good.  Buy the controller ps vita grips if you have big hands don't think he might not be right cause you will regret it a bit like I am.",easily countable because it is super thin rubber material which ...,1453507200,,,
1.0,True,"10 31, 2017",A2KXGT14PF0554,B01B3E9DCW,DEF88,"As others have said, this cover is too tight & pushes the power button on. Also, since it is a tight, the cover will cause scratches over time due to the material being stretched over the glossy edges of the PS3. The material is a little rough & not soft as described.

Had to return.",Not functional,1509408000,,,
1.0,False,"12 23, 2003",A256MTBEX70NEO,B000088KH1,Amazon Customer,"Don't get me wrong, this game is great.  But the game could have used MUCH more tech support before release.  It wasn't THAT important for it to come out the same day as Reloaded, was it?
You can't even beat the XBOX version, as a bug freezes the game right as you go through a vital door.  The PS2 version freezes during loading, and the GCN chase sequence at the end?  I hope you don't run into the walls, as you'll get stuck in them...  I guess the Architect crashed the Matrix, cause this is UBERREALISTIC to some of the stuff Neo and crew go through in the movies...",ugh...  Would have been great if it had 8 zillion less bugs.,1072137600,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation2'}",
1.0,False,"07 8, 2007",A3BVSAZREDP9RH,B000924LG8,WolfPup,"The Windows version of Splinter Cell: Chaos Theory is infected with Starforce, which besides potentially wrecking your Windows installation, can also physically destroy optical drives (and also may not work with newer hardware or operating systems).

Because of the infection, pick up one of the console versions of the game if you're interested.  Obviously the graphics won't be as good, but they're still fine.  Another alternative will be to play it through Gametap's rental service, when it shows up on there.

The game itself is a solid entry in the stealth action genre.  Worth playing if you're a fan of the genre.

Note that as of today, this is the ONLY version infected with Starforce.  Earlier and later entires in the series do NOT have Starforce, just this one.",Do *NOT* buy this version of the game,1183852800,28,,
1.0,False,"10 20, 2008",A74TA8X5YQ7NE,B000FKBCX4,NeuroSplicer,"The game has been just released. But I am not going to buy it. I used to a have a standing pre-order but not anymore, that has been long canceled. I gave EA a chance to mend its ways but it failed. Here is why.

This is a warning Review. Warning of the dangers of the harbored Digital Rights Management (DRM) subroutine that comes unavoidably bundled with the game. This type of DRM (SecuROM 7.xx with Limited Installations) is well known as it has already been used in at least two other games (BIOSHOCK & MASS EFFECT). So my review is based on first-hand experience of a core aspect of the game.

Apparently EA would rather keep its customers in the dark. That is why, in the past month, EA Forums got censored, Wikipedia entries selectively edited and Amazon reviews repeatedly deleted. What is worse, Amazon (possibly without knowing it) is breaking the law which requires the full disclosure of bundled snoop-ware.

LIMITED INSTALLS? Yes, LIMITED INSTALLS!!! We only get to ride this shiny pony for...3 laps! The official announcement mentions ""on 3 different computers"" but avoids to clarify what a ""different computer"" makes: will changing the graphics card trigger the loss of a token? what about attaching a new hard-drive (internal or external) or adding a new user account. All the above have been reported to subtract installation tokens from BIOSHOCK or MASS EFFECT - and EA has intentionally left this area dark gray.

Moreover, in order to enforce the limited installations, exactly like BIOSHOCK, there will be IRREMOVABLE FOLDERS placed in our systems' Root that will effectively revoke our Administrator rights to our own PCs! Short of reformatting, there is no deleting them even if logged in as Administrators.

Is EA trying to pave the way towards a nightmarish future where PC gaming will be a continuously-billed service (such as direct-Pay TV) and not a product?
Is EA trying to trigger a lemmings stampede towards the Pay-per-Play cliff, where gamers will be regarded as herded cows to be milked over months and years?
Is the Company trying to turn our PC systems (that we bought and paid for) into their proprietary consoles, hence monstrosities such as SecuROM that offer zero anti-piracy protection?
According to statements by their own spokespersons (such as John Riccitiello, CEO of EA) the answer to all of the above question is YES. However, I want to make clear that none of these statements had any impact on my rating of this game. The game has enough troubles as it is...

Is it fair to rate badly a game based on its short duration or bad graphics? How about its instability and bugs? How about harboring potentially dangerous subroutines that will render it useless within a 12-16 months? You see how this is going?

In the end, after all is said, with SPORE it boils down to this: who will actually be owning my copy? Are we to pay $50 only to...RENT this from its publisher, be potentially pestered with the insulting need to prove our purchase forever and place our hardware and data in danger?
And what makes this even harder to understand: will such extreme measures actually prevent piracy? Of course NOT! They did not work for similarly DRM-plagued BIOSHOCK or MASS EFFECT, why should they start working now?

So, one has to ask: what is next in store for customers that make the mistake of buying such a product? Will they be required to pay again to buy another copy of the game when the first one expires?

Is THIS the solution that EA executives came up against piracy: since they cannot stop piracy, let's make all our paying customers PAY TWICE to make up for their million dollar bonuses?!

NO THANKS! No game is worth such harassment!",BITTER IS THE SPORE OF GREED...,1224460800,5,,
1.0,True,"11 26, 2014",A19LRUB0OV18XB,B00168PFFK,Z,"Most useless things I've seen in recent memory. If you can manage to get one on cleanly, it seperates at the corners within a day. You can clean and make every surface flawless - it's not happening. Save yourself the frustration...",Most useless things I've seen in recent memory,1416960000,,,
1.0,False,"11 11, 2015",A25K4KWV25NP4O,B00KVRNIQU,bkadhem,Must be on PS4,One star,1447200000,14,{'Format:': ' Video Game'},
1.0,True,"06 23, 2015",A18O94D1JJ14Y7,B005HN5LKY,Nancy Reed,A month after this was bought the prong broke off of the plug. It's garbage and I wish I could give it zero stars!!!!,Trash trash trash!!!!! You might as well throw your money in the trash!!!!,1435017600,,,
1.0,False,"01 25, 2015",A3OJJN8G8QDUF4,B00BPT792C,Brian,This mouse worked for less than one year. The LMB then failed. Razer support was contacted before one year of purchase was up. They said that their warranty only covers defects which can be proven to occur during normal use. I guess that means that they assume that it is the users fault that a button contact stops working. Never had problems like this with Logitech Support. If you are out of the 30 day Amazon warranty it is unlikely you will get a replacement from Razer. Their quality is lacking and they do not stand behind their products.,Failed before one year and Razer refused to replace mouse,1422144000,4,{'Style:': ' Hex Green'},
1.0,False,"11 13, 2015",AH0J734I224G2,B00FLLFJE0,Kennedad,"I don't review a ton of products but wanted to warn people looking to buy these.  A lot of others have mentioned the batteries start having issues after awhile.  I do not believe that it is as much the battery as the connection from the base to the battery.  About every 2-3 weeks, I have to clean the contacts on the back of the controllers with alcohol to get them to charge properly.  It works about 70% of the time.  Also when placing them in the dock, you almost have to move them around until the light comes on. There is also a delay on the light so it can be extremely frustrating and time consuming.  I also purchased two of these (as i have 4 controllers) and it seems that the first one I received (same model and brand) is slightly different than the second so I end up having to make sure the correct controllers are connected.  I want to be clear that these worked pretty well for the first two months and have been nothing but trouble since.  I understand that Microsoft made the charging interface more difficult for third parties to try and sell more official charge and play kits but this is not the answer....",I want to be clear that these worked pretty well for the first two months and have been ...,1447372800,,{'Platform:': ' Xbox One'},
1.0,True,"10 21, 2014",A2HRJA7KLT7UQH,B0011E4J7O,erypto,It will break you're controller. Don't use it.,One Star,1413849600,,,
1.0,False,"12 21, 2015",A1E7RV4OYNOXQR,B00W8FYFBA,Fer Valle,"no campaign. ok I get it.. but its size is only 22.5 gb? it's an incomplete game. there are alot of characters missing, maps, etc.
oh yeah its EA I forgot they sell you just the burger in the combo. and you're supposed to buy separately the fries and the soda so you can have your combo complete by buying their dumb ""dlc pass""  how pathetic the game companies have become now days!","and you're supposed to buy separately the fries and the soda so you can have your combo complete by buying their dumb ""dlc pass""",1450656000,,{'Format:': ' Video Game'},
1.0,False,"05 2, 2007",AW2L32ENGKVUT,B000JLP02S,Inferno2ss,"Pros

- Good graphics

- One of few games to support 1080p

- Mini Games are fun especially the shoot out

Cons

- AI is horrible.  You can have 3 defenders in the lane when a defender gets burned and they just stand there and watch as the opponent goes in for a slam

- Shot meter needs to be tweeked

- Passing needs work.  You can pull your controller up to the left and hit the pass button trying to get the ball to a wide open teammate and it will pass it to a guy behind you to the right.

- Too many slam dunks, had 12 dunks in a row in one game

- Limited number of set plays (4 on offense and 3 on defense)

- No defensive controls expect poke at the ball which 90% of the time just gets a foul called on you

- Season mode is a joke as well

Overall

- One of the worse sports games Ive played in a long time, its a sham that this game was released in the state it is in.",Save your money,1178064000,,{'Platform:': ' PlayStation 3'},
1.0,False,"05 26, 2008",A2RUUTTFJQ7CBH,B000X2BAPY,Anton Tobias,"To answer the first question on everyone's mind, yes.  This newly redesigned PSP 2000 case WILL fit your PSP game console even if you have the 2200mAh battery with extended back-plate.  There is designated cutout in the rubber that allows the PSP 2000 to rest perfectly in place with or without the extended battery cover.

Now the explanation for the one star rating:

The case itself looks a lot sleeker in the package and in pictures than envolped around the PSP system itself.  It has a cheap plasticy feel to it complete with a second rate, floating hinge that always seems as if its on the verge of breaking loose.

Also, unlike other PSP cases I've owned, the PSP logo isn't etched or inscribed onto the case lid, even though it looks that way in pictures.  The PSP trademark on top is just a thin piece of printed cardboard placed underneath the clear shell.

This case also comes complete with small rubber grips that, when opened properly, can be used to stand the case upright so you can view video files without holding the PSP in your hands.  Only problem is the rubber grips never seem to hold onto whatever surface its standing on.  It will slowly start to slide downward unitl it is laying flat on the table, the counter, the desk...etc..

This case looks, feels and performs more like a $5.00 cheapo instead of a $20.00 quality product.  For this price I would find something better (and you can...very easily) instead of settling for this lesser product.",CHEAPLY REDESIGNED FOR THE PSP 2000,1211760000,14,,
1.0,True,"09 29, 2013",A2BRZDMSGCYIKN,B004J6I0YO,Dr. D,"Whatever you do, do NOT buy this game!  The elevator battle towards the end of the Sands of Time is the most poorly designed video game aspect in recent memory.  After more than 20 tries, I just couldn't beat it.  Whenever that happens, you know that a game is fatally flawed.

Let's break it down, shall we?  You encounter this elevator battle about 80% into the game, and you're stuck in it with Farah trying to slay hordes of monsters.  You not only have to stay alive yourself, but you also have to make sure that Farah doesn't die (an impossible feat).  If you don't die, she does; and if she doesn't die, you eventually do.  It's a lose-lose situation, especially within the confines of such small a space.

There are fountains on either side of the raised area within the elevator, but do you think you can use them to restore your life during the battle?  NO!  That's flaw number one.  Number two:  the camera angles are AWFUL.  Every single time at some point(s) in the battle, the camera would move behind a curtain, thereby obstructing your view and leaving you open to needless attack.  Three:  this game has HORRIBLE jumping mechanics.  Where you want the prince to jump, he jumps the other way.  Performing precise wall-run attacks during this battle is near impossible to execute on point each time.  Then, vaulting over enemies doesn't work all the time either.  Four:  you can't change the difficulty level in game.  I was playing on normal, and I was hoping to switch to easy to make this battle less difficult, but you can't do that unless you start a whole new game on that difficulty level.  HORRIBLE.  Because of these facts, this game is poorly designed and fatally flawed.

It's a shame how this happened in the first title I played on this trilogy because I have absolutely no interest in playing the other 2 games.  Sands of Time completely soured my opinion of the entire Prince of Persia franchise, and I am proudly going to trade this in to Amazon this week.

DO NOT BUY!",Elevator Battle Kills It,1380412800,3,,
1.0,True,"07 10, 2014",A1YWA9YV80SYGB,B0084FGC6Y,A Person ,"This is sooo cheap and easy to rip. I ordered two and the one ripped in the center. Also, they don't even cover the entire controller like in the picture!!!!! What a rip off !!!",This is sooo cheap and easy to rip,1404950400,,{'Color:': ' Purple'},
1.0,False,"06 21, 2016",A31J60PJET3OT,B000006P0P,kitsunekins,do not buy fro DxBxSx cause he is only selling the case and not the disc,warning,1466467200,,{'Format:': ' Video Game'},
1.0,True,"01 31, 2016",A1QA39FNHL1APW,B0000C7GHG,danny,not w.,One Star,1454198400,,,
1.0,False,"03 13, 2008",A29SMH3PTVBMCO,B000092W8S,Mary L,My son played this for about an hour and got bored with it.  He didn't care for it at all.  Not sure if it was the game itself (playability) or the fact that he had no interest in this type of game.,So so,1205366400,,,
1.0,False,"08 15, 2016",A1XFLX693BX6ZB,B00ZQB28XK,J. A. Balbin Jr.,"Highway robbery, this game has nothing to offer you. No multiplayer, no building of any kind. At least minecraft gave you that. You pretty much run around collecting stuff like just for jetfuel, your depleting armor and gun. this are not upgrades, you collect items in order for your gear to function. Oh wait, yeah you get to scan animals lol. So after you walk around and get gas, fly to another planet and do the same, over, and over, and over. Sounds fun? Sounds 64 dollar fun? Graphics are ps2, thirty frames per second with lots of glitches like meteors coming out of the ground, some weird.crazy s#:*. This game is in the alpha stage, and i don't think it will get better. And don't forget that you can't see yourself, not even your hands. I say forget this crap. Clearly a no mans buy unless you are in denial.",No Man's Buy,1471219200,5,,
1.0,True,"05 20, 2018",A2MMC5ZOEGBLRW,B00CM1KU82,April weems,The charging kit did not even come in the box. It was in an envelope that was partially tore open. And after two weeks of using it it would not stay charged long enough to even have it unplugged for two minutes. (We timed it.) all this product did was make me think this seller isn't even remotely close to Microsoft.,Horrible. Felt fake.,1526774400,,,
1.0,True,"06 2, 2011",A14GYLSQBKQJN9,B001D0I0AI,Rita D. Bacote,The graphics in the game are not very good and the main character does not leave his farm. I found this game to be boring and I would not recommend it to anyone.,Shepard's Crossing,1306972800,,,
1.0,False,"08 28, 2015",A3INP5NYH16DJX,B00ZMBLKPG,Van Rogers,"This game was awesome 10 years ago, but now after playing more refined versions (Gears 2 and 3) you realize how bad this one was.  Total waste of money.  Multiplayer destroyed my will to even playthrough campaign.",Not worth it.,1440720000,3,,
1.0,True,"04 4, 2016",A3C822SY0BJMDL,B00C71033E,Robert L,This is just not a very good game. Worst one I have bought for nintendo 3ds. The action is terrible and you end up getting lost 90% of the time.,This is just not a very good game. Worst one I have bought for nintendo ...,1459728000,,{'Format:': ' Video Game'},
1.0,True,"01 3, 2016",AY1QVDX37MX16,B00004YRQ9,Brett H. Pokorny,"was described as being in ""very good"" condition.  It is ""acceptable"" at best.  At ""very good"" I would expect it to be in perfect working order with mild cosmetic damage at most...  Well it appears to work, but the right stick is practically useless.  The spring or whatever is used to make it go back to the neutral point is dead.  Not only that, it's as if someone spilled the worlds stickiest juice into the socket, because it's like trying to pivot a rubber ball in a sandpaper socket...  It sticks.  Oh, then then there's the fact that the right stick also doesn't press in as a button like it should.  No, instead that's also apparently broken in a way that if the game has a zoom function, it decides to do so at random.  This makes playing any game that requires both sticks impossible to enjoy and nearly impossible to play.  I will be returning this and spending the extra money on a new one instead...",Not happy,1451779200,,,
1.0,True,"01 28, 2009",A1DWXYMCO3KZXT,B00196VCLU,F. Davis,"I'm kicking myself - because there it is - on Amazon's page - these won't fit into the Nintendo DS stylus slot on the back. Wish I would have noticed that sooner - as cool looking as they are - I probably wouldn't have bought them.

I'm also a little miffed that the packaging says it's specifically made for the DS Lite - which clearly it is not.

What's the point of making a stylus like this if it doesn't fit? I can understand making a big ""hard to loose"" stylus - but it's like they got almost everything they needed to do to make it the right size - and then just cheaped out at the end (handle). They even went so far as to make a little nub that sticks up like a regular stylus - but it's not even close to where it needs to be to fit.

Perhaps they couldn't offer the level of detail they wanted if they made it fit into the stylus slot. However, I would have been happy if the stylus fit snugly into the opening - and then had a portion sticking out - that would have been fine.

As it is now, it's just waiting to get lost. And I definitely won't be buying this product again.",what's the point if the stylus doesn't fit?,1233100800,5,,
1.0,True,"07 8, 2015",A3KKM0T1KY42HA,B00Z7V9P8K,Sky,"If I wanted a driving game I would have bought GTA5 or one of the racing games. I CAN NOT BELIEVE that Warner Brothers turned the excellent story and task heavy Arkham Asylum and Arkham City games into a tedious exercise in driving with a joystick.

The Arkham Knight story starts right where Arkham City left off. Your new main adversary is Scarecrow and you're immediately thrown into a terrifying encounter at the start of the game that seems to prime you for a Batman game that lives up to its predecessors. About 15 or so minutes in your asked to Even the Odds against a few foes by calling in...you guessed it...The Batmobile. The first encounter with the Batmobile seems fun at first, but that changes rapidly when it becomes clear that said Batmobile becomes a major, if not the primary, focus of the game.

I would not have minded if the game required you to occasionally, as in once or twice, utilize the Batmobile to progress through the story. But no. Turns out that the Batmobile is essential to many tasks in order to maneuver through the city and advance to the next checkpoint. Not a bad thing for someone who's used to driving games. But if you're a story driven gamer like me versus a gamer that likes to drive (pun intended), your possibly in for what can be a monotonous and sometimes difficult progression through the game.

Two story driven games come to mind where the developers inserted unnecessary driving tasks: One was Resistance Fall of Man where you had to drive the jeep; I hated that part and it took down what was otherwise one of the PS3's first and best story driven games. The other was Dead Space where you had to shoot the cannons at the incoming meteors; okay shooting meteors isn't driving but same concept of deviating from a normal progression through the story to an arcade-like exercise in tedium.

In the Batman series two games come to mind that Warner Brothers perfected: Arkham Asylum and Arkham City. Don't fix it if it ain't broken! Arkham Knight is a huge disappointment for me.",Batman the Driving Game,1436313600,37,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
1.0,False,"04 2, 2015",A3QUDJN0NJMM2H,B0053BCML6,G,SO F*****G BORING,NOT A REAL GAME.  BORING,1427932800,,{'Format:': ' Video Game'},
1.0,False,"03 25, 2008",A36WX1HAIN0ISI,B0009VXAM0,Mr. Erich Vokral,"I purchased a Sony PS3 to play video games. Now, every time I turn the PS3 on Sony is fixing their mistakes and wasting GAME PLAYERS time with constant updates. I do not want to spend my time downloading updates just because Sony did not properly setup their machines when they first shipped them. I have now had to spend 4 hours updating items that should never have been a problem in the first place. There have been 3 time wasting updates within 4 weeks.

Software and hardware manufactures have become so lazy that they are willing to jeopardize their good name by WASTING OUR TIME constantly updating their ""broken"" software. This is a mental illness now shared by a large percentage of the electronics industry. In Windows Vista, updates are constantly being forced on the consumer due to LAZY PROGRAMMERS in the corporate rush to sell more goods. I did not purchase a game machine to update the hardware every time I turn on the machine. A notice to all lazy companies, WE ARE NOT YOUR BETA TESTING GROUNDS!!! If you can not properly setup your hardware and software then do not sell your products. Customers have purchased these game machines to enjoy them, to play games, to have a fun with a group of friends. How can I have friends over to enjoy an evening of games when as soon as I turn on the machine the first thiNg it does is WHINE AT ME TO DOWNLOAD A POINTLESS UPDATE. Now a group of us can all sit around for 2 hours waiting for your company to update my machine. This is a GAME MACHINE!!!!!! It is for playing games. To all electronics manufacturers: It is no fun updating your screw ups with your constant updates. Do not waste out time anymore. Get your products right or do not sell them. Period.

I will simply sell the PS3 on ebay, and tell anyone I can that it simply wastes your time constantly updating the software. I will recommend to all people I know that you should buy a Wii so you do not have to waste your entire evening updating the PS3 every other time you switch it on. NO MORE FORCED UPDATES SONY!!!

I want to play games, not download pointless updates!!!!!",Stop Pointless Updates,1206403200,5,{'Edition:': ' Standard'},
1.0,True,"02 8, 2018",AKNND9609NDTC,B010KYDNDG,Ronald R.,didn't work,One Star,1518048000,,{'Format:': ' Software Download'},
1.0,False,"01 27, 2009",A3GX802A29RWDA,B000XJNTNS,Shanti,I am 18 years old I want to tell you about the stupid mariokart game. This game has nothing interesting at all. It is all only races and it is really boring. I played it only one time and got really nasheous. Now I still remember how bad the .game was,bad game,1233014400,2,,
1.0,True,"08 10, 2015",A3F2RL9VSMAAQ2,B000PD0HQE,Sherry McCasland,did not come with controller or any cords/cables.  Just a black xbox period.  We have had to buy everything else! Will not buy from again-this was for a hard working 16 yr. old that had saved up money to get this-and he did NOT rec. what was advertised!!!!!,false advertisment,1439164800,5,,
1.0,True,"02 19, 2010",A3BECUIZ6YW3XA,B0016AK350,MACATTACK,what a lame game...very cheap...just awful...stay away...staring at a light bulb is more fun then this game..,lame duck,1266537600,,{'Platform:': ' Nintendo Wii'},
1.0,False,"11 25, 2013",A1MHB1HRR6VPEH,B00FM5IY0Q,Stephanie,"Zombies are so old, nobody cares about them anymore. nice try microsoft you are a few years late. maybe next time

Sony seem to be the only smart company at this juncture of all  junctures",Zombies are soo 2008,1385337600,6,,
1.0,True,"02 14, 2015",ATP6WW8SEH3ZX,B00J48MUS4,BP66,"First off, I waited to get this game since I usually wait to pay about half price but also because of the amount of problems that people said were there at launch so this review is after a lot of the launch problems were gone or at least should be gone.

The good parts of this game are the story, the architecture is pretty awesome, and the main character is likeable which has been the case in all except AC3, but other than that the game is a disappointment with nothing new, a lot of problems, and a lot of old aspects of previous games not included.

Problems:

1) The movement is glitchy.......and even when it doesn't glitch for the amount of running that you will do the movements are slow and labored......A faster movement system even if it is unrealistic is preferable than a slow one with unresponsive controls

2) Combat glitches....variety of them including none of the buttons responding

3) Disjointed side missions.......No continuity, each side mission is it's own quick mission that is easy, mostly negligible rewards, and most of the time can't hear or don't care what the point is......Really no point to do any of these unless you really need to get money which is easier to get by upgrading the base

4) Co-op Play.......If you don't have PS plus than you can't upgrade Arno all the way (I do have PS plus) as you need to play these missions to get him fully upgraded........Forces you to play with other people instead of letting you play a normal  single player campaign.....Basically these are the missions that should have been single player side missions in the game

5) You don't get to build a network of assassins to send out on contracts or missions which wasn't a great part of the other games that used this but is something that could be really cool if they made it more detailed and improved.......and it was at least somewhat interesting to have in the old games that had it

6) Micro-paying scam........not going to do it myself but just the fact that it is in the game is annoying........not rationale but I know other people who feel the same way about buying a game and than being asked to pay more into it, on top of the DLC if somebody chooses to buy that also

7) Numerous and long load times.......self explanatory but get ready to wait

8) Chests and Cockades........many of them with very little reason to collect

9) Enigmas.........These are nowhere near as fun as the Templar vaults or whatever they were called in the Ezio games (I think they were in the second Ezio Assassin Creed game).........Pretty much collect vague clues and try to remember what buildings are what or search the cluttered map for a name and click eagle vision and wait for the cool down to finish

10) Vantage points...They made these more interesting at some point in the series where some were/attached to Templar bases, again something that should be expanded on instead of thrown away

*****11) Your are in the French Revolution????.......Literally very little has happened to coincide with the historical even, I am on sequence 8 of 12 so maybe something later in the game makes the connection, but this late in the game and it has very little impact on the game........I had the same problem with the AC3 as you pick the setting and than your character is doing his own thing instead of making him influence the history etc etc

Like I said I like the story and am pretty much just playing the main missions now, but so much of this game is glitchy, simply bad, and missing so much that it could have included","One of my favorite game franchises, disaster of a game 2/14/2015",1423872000,2,{'Format:': ' Video Game'},
1.0,True,"01 4, 2013",A3B9Z2K0I7MXTP,B000JGVC48,sandi,Wasn't able to play in my computer as it would not load. found that I can't rate as didn't play it.,heores of might,1357257600,,{'Platform:': ' PC'},
1.0,False,"04 2, 2016",ATUVB61I3DYSC,B00MEXP4UC,chuckbobuck,I bought it for the 2 player CO-OP and that is only a duck shoot. This one will be a drink coaster.,Bad To The Bone,1459555200,,{'Format:': ' Video Game'},
1.0,True,"07 18, 2014",A11G23YC1T8W1L,B004IK24MU,Phillip,Charge didn't last long and the charging station couldn't charge the batteries. WHAT COMPLETE GARBAGE!,GARBAGE,1405641600,,,
1.0,False,"12 12, 2012",A3DBSTGY38473F,B0050SWSQQ,Albanian mafia,A lot of nice cars but other then that is not that fun to play same challenge repeatedly game layout & play is horrible do not buy the game not worth the money.,It's shoed be call Need for speed Don't wanted is the right title.,1355270400,,{'Format:': ' Video Game'},
1.0,False,"01 7, 2009",A24L9693W832UC,B000VJTJNE,B. Newlin,W.O.W. = World of Walking.  A great travel simulator if you like pretending you're in an ancient world where burning shoe leather is a treat.  Not so fun IMO.  I bought this for the kids.,W.O.W. = World of Walking.,1231286400,4,{'Format:': ' DVD-ROM'},
1.0,False,"10 23, 2014",A20C851STTVYOG,B00BG6ZHL4,Androxilogin,"I'm always interested in finding games with paranormal elements so this intrigued me. But honestly, once I got it I was bored within the first minute. Cut scenes are the worst things newer consoles came to rely on and it was a struggle not to shut it off being that I couldn't skip them. I did end up just Shutting it off after about fifteen minutes of complete boredom and just skimed through the longplay on YouTube. If you like holding a controller while watching a movie, this game is for you.",Terrible,1414022400,,{'Format:': ' Video Game'},
1.0,True,"01 2, 2017",A2RE4Z3T4ODI92,B001LX4BMI,JBALLZ,EXPECTED IT TO BE A BETTER GAME!!,One Star,1483315200,,{'Platform:': ' Xbox 360'},
1.0,False,"02 24, 2014",A22CW0ZHY3NJH8,B005NJVQ60,(),"We bought Action Replay five years ago for my son's DS Lite. It didn't work. We exchanged it. The second one didn't work. We returned it.

Now, my son has a DS XL. He thought Action Replay would work for that. We bought it. It didn't work. No, we couldn't update it by connecting it to my PC. Windows 7 couldn't see it. We exchanged it. Windows couldn't see that one, either, but it looked like it worked . . . until it broke my son's Pok&eacute;mon Black. Whenever he gets to a battle, an error comes up so that he can no longer play the game with or without the Action Replay.

Needless to say, this is the fourth Action Replay we've returned and we will never ever buy another Action Replay again.",Broke My Son's Pokemon Black,1393200000,5,,
1.0,False,"01 29, 2007",AX9CDTZRLQMU,B000JLD1H4,Shaq Attack haha,"The Sony component cables are $19.99 and cover you under their warranty, and are of the same quality as these monster cables (or as any other component cable).  Don't waste your money.

(also, don't be a moron and tell sony you are using 3rd party cables)",Not worth your money,1170028800,12,,
